Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
Z,Z,Z,Z,Z,Z,Z,Z,Z,X,X,P,X,Z,Z,Z,Z,Z,Z,Z,Z,Z
Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,P,X,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
Z,Z,Z,Z,Z,Z,Z,Z,Z,X,X,P,X,Z,Z,Z,Z,Z,Z,Z,Z,Z
Z,Z,Z,Z,Z,Z,X,X,P,X,Z,Z,X,X,P,X,Z,Z,Z,Z,Z,Z
Z,Z,Z,Z,Z,Z,Z,P,X,Z,Z,Z,Z,P,X,Z,Z,Z,Z,Z,Z,Z
Z,Z,Z,Z,Z,Z,X,X,P,X,Z,Z,X,X,P,X,Z,Z,Z,Z,Z,Z
Z,Z,Z,X,X,P,X,Z,Z,X,X,P,X,Z,Z,X,X,P,X,Z,Z,Z
Z,Z,Z,Z,P,X,Z,Z,Z,Z,P,X,Z,Z,Z,Z,P,X,Z,Z,Z,Z
Z,Z,Z,X,X,P,X,Z,Z,X,X,P,X,Z,Z,X,X,P,X,Z,Z,Z
X,Y,Y,Y,Z,Z,X,Y,Y,Y,Z,Z,X,Y,Y,Y,Z,Z,X,Y,Y,Y
