,,,,,,,,Y,S,,,,,,,,,,,,,,,
,,,,,,,,S,X,,,,,,,,,,,,,,,
X,Y,Y,,,,,,Y,S,Y,Y,Y,,,,,,,,,,Y,Y,Y
,,,,,,,,Y,,,,Y,,,,,,,,,,,,
X,Y,Y,Y,X,Y,Y,,Y,,,,Y,X,Y,,,,,Y,Y,X,Y,Y,Y
,,,,,,,,Y,,,,X,,Y,,,,,,,,,,
X,Y,Y,Y,P,,,,Y,X,X,X,X,,Y,,,,,,,X,Y,Y,Y
,,,,,,,,,,,,,,,,,,,,,,,,
X,Y,Y,Y,X,Y,Y,,,,,,,,,,,,,Y,Y,X,Y,Y,Y
